Article 1,Article 2,Heading 1,Heading 2,Cosine Similarity,Fuzzy Similarity,Final Score,Status
28,42,Boult strikes hurt Zimbabwe after New Zealand build massive lead,Third of Britons to tighten belts over Brexit ,0.03,0.41,0.14,🟢 Safe
28,37,Boult strikes hurt Zimbabwe after New Zealand build massive lead,Pakistan shares close lower rupee weaker,0.04,0.36,0.14,🟢 Safe
28,36,Boult strikes hurt Zimbabwe after New Zealand build massive lead,punjab govt presents rs 1.45tr budg,0.01,0.42,0.14,🟢 Safe
27,44,Brother Brussels suicide bomber Rio Olympi,External sharia audits gain traction in Islamic finance study find,0.04,0.39,0.14,🟢 Safe
14,36,Narine sinks Proteas in West Indies r,punjab govt presents rs 1.45tr budg,0.03,0.4,0.14,🟢 Safe
7,35,Rain halts play after Ishant stri,Ishaq Dar wants timelines for power projects strictly followed,0.01,0.43,0.14,🟢 Safe
33,37,strike piles up trade cargoes prolonged stand off feared,Pakistan shares close lower rupee weaker,0.08,0.28,0.14,🟢 Safe
2,31,oil prices up in asi,Time to move on and forget about spot fixing saga Salman Bu,0.03,0.42,0.14,🟢 Safe
2,27,oil prices up in asi,Brother Brussels suicide bomber Rio Olympi,0.02,0.4,0.14,🟢 Safe
2,19,oil prices up in asi,Wales overtake England in FIFA world ranking,0.03,0.41,0.14,🟢 Safe
21,30,Asian shares rise dollar nurses losses after jobs ,Chandimal century Sri Lanka frustrate England,0.06,0.34,0.14,🟢 Safe
21,27,Asian shares rise dollar nurses losses after jobs ,Brother Brussels suicide bomber Rio Olympi,0.04,0.37,0.14,🟢 Safe
21,26,Asian shares rise dollar nurses losses after jobs ,Dubai plane crash survivor hits 1m j,0.03,0.4,0.14,🟢 Safe
22,48,In form Ali boosts Paki,Trade Policy Framework 2015 18 to be announced ,0.03,0.4,0.14,🟢 Safe
22,43,In form Ali boosts Paki,British shoppers begin feel post Brexit pi,0.07,0.32,0.14,🟢 Safe
12,46,Cash bet could make break Modi,England call up uncapped trio for Sri Lanka T20,0.02,0.42,0.14,🟢 Safe
12,45,Cash bet could make break Modi,Pakistan win toss opt to field in T20 series decider,0.04,0.37,0.14,🟢 Safe
22,33,In form Ali boosts Paki,strike piles up trade cargoes prolonged stand off feared,0.07,0.31,0.14,🟢 Safe
22,32,In form Ali boosts Paki,Iran says will resist curbs on oil output as part of global ,0.04,0.38,0.14,🟢 Safe
23,36,Karachi win toss bat against Peshawar,punjab govt presents rs 1.45tr budg,0.05,0.36,0.14,🟢 Safe
3,46,Asian shares edge lower as Fed rate talk reviv,England call up uncapped trio for Sri Lanka T20,0.02,0.42,0.14,🟢 Safe
23,30,Karachi win toss bat against Peshawar,Chandimal century Sri Lanka frustrate England,0.03,0.41,0.14,🟢 Safe
19,44,Wales overtake England in FIFA world ranking,External sharia audits gain traction in Islamic finance study find,0.03,0.39,0.14,🟢 Safe
32,46,Iran says will resist curbs on oil output as part of global ,England call up uncapped trio for Sri Lanka T20,0.02,0.42,0.14,🟢 Safe
6,49,Serena beats Sharapova to reach semi fi,Global diesel demand crumbling warns IEA,0.03,0.42,0.14,🟢 Safe
19,39,Wales overtake England in FIFA world ranking,Power tariff increased for Karachi under FCA,0.03,0.41,0.14,🟢 Safe
20,33,Time for vigilance against measures hamper trade WTO,strike piles up trade cargoes prolonged stand off feared,0.1,0.24,0.14,🟢 Safe
20,31,Time for vigilance against measures hamper trade WTO,Time to move on and forget about spot fixing saga Salman Bu,0.03,0.37,0.14,🟢 Safe
32,37,Iran says will resist curbs on oil output as part of global ,Pakistan shares close lower rupee weaker,0.05,0.35,0.14,🟢 Safe
31,39,Time to move on and forget about spot fixing saga Salman Bu,Power tariff increased for Karachi under FCA,0.04,0.39,0.14,🟢 Safe
5,25,Imran asks India to play positive role for bilateral seri,Nintendos market cap doubles to 42 billion since Pokemon GO lau,0.03,0.4,0.14,🟢 Safe
5,20,Imran asks India to play positive role for bilateral seri,Time for vigilance against measures hamper trade WTO,0.03,0.4,0.14,🟢 Safe
5,13,Imran asks India to play positive role for bilateral seri,oil drops after yemen inspired gai,0.04,0.38,0.14,🟢 Safe
15,39,De Villiers appointed South Africa Test captai,Power tariff increased for Karachi under FCA,0.04,0.38,0.14,🟢 Safe
16,32,Former England captain Carr dead at 89,Iran says will resist curbs on oil output as part of global ,0.02,0.41,0.14,🟢 Safe
19,37,Wales overtake England in FIFA world ranking,Pakistan shares close lower rupee weaker,0.01,0.42,0.14,🟢 Safe
19,36,Wales overtake England in FIFA world ranking,punjab govt presents rs 1.45tr budg,0.02,0.41,0.14,🟢 Safe
15,33,De Villiers appointed South Africa Test captai,strike piles up trade cargoes prolonged stand off feared,0.04,0.38,0.14,🟢 Safe
37,39,Pakistan shares close lower rupee weaker,Power tariff increased for Karachi under FCA,0.02,0.44,0.14,🟢 Safe
18,22,WB acknowledges Pakistans growing economy,In form Ali boosts Paki,0.04,0.39,0.14,🟢 Safe
18,19,WB acknowledges Pakistans growing economy,Wales overtake England in FIFA world ranking,0.05,0.37,0.14,🟢 Safe
19,23,Wales overtake England in FIFA world ranking,Karachi win toss bat against Peshawar,0.03,0.41,0.14,🟢 Safe
18,45,WB acknowledges Pakistans growing economy,Pakistan win toss opt to field in T20 series decider,0.03,0.4,0.14,🟢 Safe
18,39,WB acknowledges Pakistans growing economy,Power tariff increased for Karachi under FCA,0.01,0.43,0.14,🟢 Safe
30,49,Chandimal century Sri Lanka frustrate England,Global diesel demand crumbling warns IEA,0.02,0.41,0.14,🟢 Safe
30,42,Chandimal century Sri Lanka frustrate England,Third of Britons to tighten belts over Brexit ,0.02,0.42,0.14,🟢 Safe
30,37,Chandimal century Sri Lanka frustrate England,Pakistan shares close lower rupee weaker,0.01,0.42,0.14,🟢 Safe
29,46,Gold slips Brexit tensions ease stocks rally,England call up uncapped trio for Sri Lanka T20,0.02,0.42,0.14,🟢 Safe
29,45,Gold slips Brexit tensions ease stocks rally,Pakistan win toss opt to field in T20 series decider,0.04,0.37,0.14,🟢 Safe
27,34,Brother Brussels suicide bomber Rio Olympi,Pakistan must speed up reform of energy sector World B,0.04,0.38,0.14,🟢 Safe
3,30,Asian shares edge lower as Fed rate talk reviv,Chandimal century Sri Lanka frustrate England,0.06,0.33,0.14,🟢 Safe
3,22,Asian shares edge lower as Fed rate talk reviv,In form Ali boosts Paki,0.05,0.36,0.14,🟢 Safe
23,39,Karachi win toss bat against Peshawar,Power tariff increased for Karachi under FCA,0.04,0.39,0.14,🟢 Safe
24,39,Economic Survey Pakistan misses GDP targ,Power tariff increased for Karachi under FCA,0.04,0.37,0.14,🟢 Safe
24,28,Economic Survey Pakistan misses GDP targ,Boult strikes hurt Zimbabwe after New Zealand build massive lead,0.02,0.42,0.14,🟢 Safe
23,48,Karachi win toss bat against Peshawar,Trade Policy Framework 2015 18 to be announced ,0.04,0.37,0.14,🟢 Safe
11,21,Salman Butt can make a successful comeback Geoff L,Asian shares rise dollar nurses losses after jobs ,0.03,0.4,0.14,🟢 Safe
0,39,Dutch climber dies descent Everest summi,Power tariff increased for Karachi under FCA,0.03,0.42,0.14,🟢 Safe
0,38,Dutch climber dies descent Everest summi,Cook ready for Pakistan after Sri Lanka su,0.04,0.37,0.14,🟢 Safe
27,32,Brother Brussels suicide bomber Rio Olympi,Iran says will resist curbs on oil output as part of global ,0.04,0.38,0.14,🟢 Safe
27,30,Brother Brussels suicide bomber Rio Olympi,Chandimal century Sri Lanka frustrate England,0.02,0.41,0.14,🟢 Safe
26,46,Dubai plane crash survivor hits 1m j,England call up uncapped trio for Sri Lanka T20,0.03,0.4,0.14,🟢 Safe
25,38,Nintendos market cap doubles to 42 billion since Pokemon GO lau,Cook ready for Pakistan after Sri Lanka su,0.03,0.42,0.14,🟢 Safe
37,48,Pakistan shares close lower rupee weaker,Trade Policy Framework 2015 18 to be announced ,0.03,0.39,0.14,🟢 Safe
37,45,Pakistan shares close lower rupee weaker,Pakistan win toss opt to field in T20 series decider,0.02,0.43,0.14,🟢 Safe
16,49,Former England captain Carr dead at 89,Global diesel demand crumbling warns IEA,0.02,0.43,0.14,🟢 Safe
6,23,Serena beats Sharapova to reach semi fi,Karachi win toss bat against Peshawar,0.05,0.35,0.14,🟢 Safe
16,36,Former England captain Carr dead at 89,punjab govt presents rs 1.45tr budg,0.03,0.42,0.14,🟢 Safe
5,29,Imran asks India to play positive role for bilateral seri,Gold slips Brexit tensions ease stocks rally,0.03,0.38,0.14,🟢 Safe
18,37,WB acknowledges Pakistans growing economy,Pakistan shares close lower rupee weaker,0.02,0.42,0.14,🟢 Safe
18,32,WB acknowledges Pakistans growing economy,Iran says will resist curbs on oil output as part of global ,0.08,0.29,0.14,🟢 Safe
18,31,WB acknowledges Pakistans growing economy,Time to move on and forget about spot fixing saga Salman Bu,0.04,0.36,0.14,🟢 Safe
18,27,WB acknowledges Pakistans growing economy,Brother Brussels suicide bomber Rio Olympi,0.04,0.38,0.14,🟢 Safe
18,23,WB acknowledges Pakistans growing economy,Karachi win toss bat against Peshawar,0.05,0.36,0.14,🟢 Safe
1,36,Dream comes true as Matthews completes Grand Tour ,punjab govt presents rs 1.45tr budg,0.03,0.42,0.14,🟢 Safe
17,28,Xi pushes China backed trade deals to fill US void,Boult strikes hurt Zimbabwe after New Zealand build massive lead,0.03,0.41,0.14,🟢 Safe
17,27,Xi pushes China backed trade deals to fill US void,Brother Brussels suicide bomber Rio Olympi,0.04,0.38,0.14,🟢 Safe
5,49,Imran asks India to play positive role for bilateral seri,Global diesel demand crumbling warns IEA,0.03,0.42,0.14,🟢 Safe
17,45,Xi pushes China backed trade deals to fill US void,Pakistan win toss opt to field in T20 series decider,0.04,0.37,0.14,🟢 Safe
5,43,Imran asks India to play positive role for bilateral seri,British shoppers begin feel post Brexit pi,0.05,0.33,0.14,🟢 Safe
5,36,Imran asks India to play positive role for bilateral seri,punjab govt presents rs 1.45tr budg,0.03,0.4,0.14,🟢 Safe
0,44,Dutch climber dies descent Everest summi,External sharia audits gain traction in Islamic finance study find,0.04,0.39,0.14,🟢 Safe
0,40,Dutch climber dies descent Everest summi,New Zealand record dramatic win over Aussi,0.03,0.41,0.14,🟢 Safe
3,20,Asian shares edge lower as Fed rate talk reviv,Time for vigilance against measures hamper trade WTO,0.08,0.29,0.14,🟢 Safe
3,15,Asian shares edge lower as Fed rate talk reviv,De Villiers appointed South Africa Test captai,0.03,0.41,0.14,🟢 Safe
3,5,Asian shares edge lower as Fed rate talk reviv,Imran asks India to play positive role for bilateral seri,0.04,0.37,0.14,🟢 Safe
26,37,Dubai plane crash survivor hits 1m j,Pakistan shares close lower rupee weaker,0.04,0.39,0.14,🟢 Safe
39,47,Power tariff increased for Karachi under FCA,Volkswagen says did not breach market disclosure ru,0.04,0.35,0.14,🟢 Safe
39,42,Power tariff increased for Karachi under FCA,Third of Britons to tighten belts over Brexit ,0.03,0.41,0.14,🟢 Safe
46,49,England call up uncapped trio for Sri Lanka T20,Global diesel demand crumbling warns IEA,0.02,0.41,0.14,🟢 Safe
0,20,Dutch climber dies descent Everest summi,Time for vigilance against measures hamper trade WTO,0.02,0.41,0.14,🟢 Safe
45,49,Pakistan win toss opt to field in T20 series decider,Global diesel demand crumbling warns IEA,0.03,0.4,0.14,🟢 Safe
0,28,Dutch climber dies descent Everest summi,Boult strikes hurt Zimbabwe after New Zealand build massive lead,0.03,0.4,0.14,🟢 Safe
0,5,Dutch climber dies descent Everest summi,Imran asks India to play positive role for bilateral seri,0.01,0.43,0.14,🟢 Safe
0,10,Dutch climber dies descent Everest summi,Belgium beat Republic of Ireland 3 0 at Euro 2016,0.02,0.39,0.13,🟢 Safe
0,12,Dutch climber dies descent Everest summi,Cash bet could make break Modi,0.01,0.39,0.13,🟢 Safe
42,46,Third of Britons to tighten belts over Brexit ,England call up uncapped trio for Sri Lanka T20,0.02,0.38,0.13,🟢 Safe
46,47,England call up uncapped trio for Sri Lanka T20,Volkswagen says did not breach market disclosure ru,0.01,0.41,0.13,🟢 Safe
25,35,Nintendos market cap doubles to 42 billion since Pokemon GO lau,Ishaq Dar wants timelines for power projects strictly followed,0.04,0.32,0.13,🟢 Safe
26,39,Dubai plane crash survivor hits 1m j,Power tariff increased for Karachi under FCA,0.02,0.38,0.13,🟢 Safe
26,36,Dubai plane crash survivor hits 1m j,punjab govt presents rs 1.45tr budg,0.01,0.42,0.13,🟢 Safe
2,35,oil prices up in asi,Ishaq Dar wants timelines for power projects strictly followed,0.04,0.35,0.13,🟢 Safe
2,45,oil prices up in asi,Pakistan win toss opt to field in T20 series decider,0.01,0.4,0.13,🟢 Safe
23,28,Karachi win toss bat against Peshawar,Boult strikes hurt Zimbabwe after New Zealand build massive lead,0.03,0.37,0.13,🟢 Safe
23,44,Karachi win toss bat against Peshawar,External sharia audits gain traction in Islamic finance study find,0.03,0.35,0.13,🟢 Safe
23,42,Karachi win toss bat against Peshawar,Third of Britons to tighten belts over Brexit ,0.02,0.38,0.13,🟢 Safe
23,38,Karachi win toss bat against Peshawar,Cook ready for Pakistan after Sri Lanka su,0.04,0.34,0.13,🟢 Safe
24,45,Economic Survey Pakistan misses GDP targ,Pakistan win toss opt to field in T20 series decider,0.02,0.39,0.13,🟢 Safe
23,49,Karachi win toss bat against Peshawar,Global diesel demand crumbling warns IEA,0.02,0.4,0.13,🟢 Safe
22,44,In form Ali boosts Paki,External sharia audits gain traction in Islamic finance study find,0.03,0.38,0.13,🟢 Safe
22,47,In form Ali boosts Paki,Volkswagen says did not breach market disclosure ru,0.02,0.39,0.13,🟢 Safe
27,47,Brother Brussels suicide bomber Rio Olympi,Volkswagen says did not breach market disclosure ru,0.02,0.4,0.13,🟢 Safe
22,36,In form Ali boosts Paki,punjab govt presents rs 1.45tr budg,0.02,0.39,0.13,🟢 Safe
23,34,Karachi win toss bat against Peshawar,Pakistan must speed up reform of energy sector World B,0.04,0.34,0.13,🟢 Safe
23,32,Karachi win toss bat against Peshawar,Iran says will resist curbs on oil output as part of global ,0.04,0.36,0.13,🟢 Safe
3,45,Asian shares edge lower as Fed rate talk reviv,Pakistan win toss opt to field in T20 series decider,0.03,0.35,0.13,🟢 Safe
2,46,oil prices up in asi,England call up uncapped trio for Sri Lanka T20,0.01,0.4,0.13,🟢 Safe
3,39,Asian shares edge lower as Fed rate talk reviv,Power tariff increased for Karachi under FCA,0.05,0.31,0.13,🟢 Safe
30,47,Chandimal century Sri Lanka frustrate England,Volkswagen says did not breach market disclosure ru,0.02,0.38,0.13,🟢 Safe
18,41,WB acknowledges Pakistans growing economy,Hartley Wilson in England Womens squad for Pakistan ODI,0.05,0.3,0.13,🟢 Safe
1,35,Dream comes true as Matthews completes Grand Tour ,Ishaq Dar wants timelines for power projects strictly followed,0.03,0.36,0.13,🟢 Safe
17,30,Xi pushes China backed trade deals to fill US void,Chandimal century Sri Lanka frustrate England,0.04,0.35,0.13,🟢 Safe
1,44,Dream comes true as Matthews completes Grand Tour ,External sharia audits gain traction in Islamic finance study find,0.02,0.41,0.13,🟢 Safe
18,30,WB acknowledges Pakistans growing economy,Chandimal century Sri Lanka frustrate England,0.01,0.4,0.13,🟢 Safe
19,20,Wales overtake England in FIFA world ranking,Time for vigilance against measures hamper trade WTO,0.02,0.39,0.13,🟢 Safe
30,32,Chandimal century Sri Lanka frustrate England,Iran says will resist curbs on oil output as part of global ,0.04,0.36,0.13,🟢 Safe
20,45,Time for vigilance against measures hamper trade WTO,Pakistan win toss opt to field in T20 series decider,0.01,0.4,0.13,🟢 Safe
19,26,Wales overtake England in FIFA world ranking,Dubai plane crash survivor hits 1m j,0.02,0.41,0.13,🟢 Safe
19,48,Wales overtake England in FIFA world ranking,Trade Policy Framework 2015 18 to be announced ,0.0,0.41,0.13,🟢 Safe
29,39,Gold slips Brexit tensions ease stocks rally,Power tariff increased for Karachi under FCA,0.04,0.33,0.13,🟢 Safe
2,7,oil prices up in asi,Rain halts play after Ishant stri,0.04,0.33,0.13,🟢 Safe
2,18,oil prices up in asi,WB acknowledges Pakistans growing economy,0.05,0.33,0.13,🟢 Safe
5,21,Imran asks India to play positive role for bilateral seri,Asian shares rise dollar nurses losses after jobs ,0.03,0.37,0.13,🟢 Safe
20,41,Time for vigilance against measures hamper trade WTO,Hartley Wilson in England Womens squad for Pakistan ODI,0.05,0.32,0.13,🟢 Safe
20,30,Time for vigilance against measures hamper trade WTO,Chandimal century Sri Lanka frustrate England,0.01,0.42,0.13,🟢 Safe
20,32,Time for vigilance against measures hamper trade WTO,Iran says will resist curbs on oil output as part of global ,0.06,0.32,0.13,🟢 Safe
29,30,Gold slips Brexit tensions ease stocks rally,Chandimal century Sri Lanka frustrate England,0.04,0.35,0.13,🟢 Safe
21,39,Asian shares rise dollar nurses losses after jobs ,Power tariff increased for Karachi under FCA,0.05,0.31,0.13,🟢 Safe
20,47,Time for vigilance against measures hamper trade WTO,Volkswagen says did not breach market disclosure ru,0.03,0.34,0.13,🟢 Safe
4,48,Sri Lanka beat Australia 229 runs clinch seri,Trade Policy Framework 2015 18 to be announced ,0.01,0.41,0.13,🟢 Safe
21,45,Asian shares rise dollar nurses losses after jobs ,Pakistan win toss opt to field in T20 series decider,0.03,0.35,0.13,🟢 Safe
1,39,Dream comes true as Matthews completes Grand Tour ,Power tariff increased for Karachi under FCA,0.02,0.38,0.13,🟢 Safe
11,20,Salman Butt can make a successful comeback Geoff L,Time for vigilance against measures hamper trade WTO,0.03,0.35,0.13,🟢 Safe
0,35,Dutch climber dies descent Everest summi,Ishaq Dar wants timelines for power projects strictly followed,0.02,0.4,0.13,🟢 Safe
11,19,Salman Butt can make a successful comeback Geoff L,Wales overtake England in FIFA world ranking,0.01,0.41,0.13,🟢 Safe
36,45,punjab govt presents rs 1.45tr budg,Pakistan win toss opt to field in T20 series decider,0.02,0.39,0.13,🟢 Safe
37,38,Pakistan shares close lower rupee weaker,Cook ready for Pakistan after Sri Lanka su,0.04,0.34,0.13,🟢 Safe
12,30,Cash bet could make break Modi,Chandimal century Sri Lanka frustrate England,0.03,0.37,0.13,🟢 Safe
11,35,Salman Butt can make a successful comeback Geoff L,Ishaq Dar wants timelines for power projects strictly followed,0.03,0.35,0.13,🟢 Safe
10,49,Belgium beat Republic of Ireland 3 0 at Euro 2016,Global diesel demand crumbling warns IEA,0.03,0.36,0.13,🟢 Safe
0,43,Dutch climber dies descent Everest summi,British shoppers begin feel post Brexit pi,0.04,0.33,0.13,🟢 Safe
0,45,Dutch climber dies descent Everest summi,Pakistan win toss opt to field in T20 series decider,0.01,0.42,0.13,🟢 Safe
0,46,Dutch climber dies descent Everest summi,England call up uncapped trio for Sri Lanka T20,0.02,0.37,0.13,🟢 Safe
13,22,oil drops after yemen inspired gai,In form Ali boosts Paki,0.02,0.37,0.13,🟢 Safe
35,44,Ishaq Dar wants timelines for power projects strictly followed,External sharia audits gain traction in Islamic finance study find,0.06,0.31,0.13,🟢 Safe
35,45,Ishaq Dar wants timelines for power projects strictly followed,Pakistan win toss opt to field in T20 series decider,0.01,0.4,0.13,🟢 Safe
35,37,Ishaq Dar wants timelines for power projects strictly followed,Pakistan shares close lower rupee weaker,0.0,0.43,0.13,🟢 Safe
7,37,Rain halts play after Ishant stri,Pakistan shares close lower rupee weaker,0.01,0.4,0.13,🟢 Safe
7,49,Rain halts play after Ishant stri,Global diesel demand crumbling warns IEA,0.04,0.34,0.13,🟢 Safe
1,23,Dream comes true as Matthews completes Grand Tour ,Karachi win toss bat against Peshawar,0.02,0.39,0.13,🟢 Safe
15,18,De Villiers appointed South Africa Test captai,WB acknowledges Pakistans growing economy,0.03,0.34,0.13,🟢 Safe
33,35,strike piles up trade cargoes prolonged stand off feared,Ishaq Dar wants timelines for power projects strictly followed,0.09,0.24,0.13,🟢 Safe
0,23,Dutch climber dies descent Everest summi,Karachi win toss bat against Peshawar,0.01,0.41,0.13,🟢 Safe
39,48,Power tariff increased for Karachi under FCA,Trade Policy Framework 2015 18 to be announced ,0.02,0.39,0.13,🟢 Safe
9,36,Canny Sevilla retain iron grip on Europa League trophy,punjab govt presents rs 1.45tr budg,0.01,0.41,0.13,🟢 Safe
10,16,Belgium beat Republic of Ireland 3 0 at Euro 2016,Former England captain Carr dead at 89,0.03,0.36,0.13,🟢 Safe
10,14,Belgium beat Republic of Ireland 3 0 at Euro 2016,Narine sinks Proteas in West Indies r,0.07,0.26,0.13,🟢 Safe
9,23,Canny Sevilla retain iron grip on Europa League trophy,Karachi win toss bat against Peshawar,0.06,0.31,0.13,🟢 Safe
45,47,Pakistan win toss opt to field in T20 series decider,Volkswagen says did not breach market disclosure ru,0.02,0.4,0.13,🟢 Safe
9,20,Canny Sevilla retain iron grip on Europa League trophy,Time for vigilance against measures hamper trade WTO,0.06,0.28,0.13,🟢 Safe
10,43,Belgium beat Republic of Ireland 3 0 at Euro 2016,British shoppers begin feel post Brexit pi,0.08,0.24,0.13,🟢 Safe
10,42,Belgium beat Republic of Ireland 3 0 at Euro 2016,Third of Britons to tighten belts over Brexit ,0.02,0.39,0.13,🟢 Safe
10,26,Belgium beat Republic of Ireland 3 0 at Euro 2016,Dubai plane crash survivor hits 1m j,0.03,0.35,0.13,🟢 Safe
37,40,Pakistan shares close lower rupee weaker,New Zealand record dramatic win over Aussi,0.02,0.37,0.13,🟢 Safe
7,18,Rain halts play after Ishant stri,WB acknowledges Pakistans growing economy,0.01,0.41,0.13,🟢 Safe
15,35,De Villiers appointed South Africa Test captai,Ishaq Dar wants timelines for power projects strictly followed,0.03,0.36,0.13,🟢 Safe
7,19,Rain halts play after Ishant stri,Wales overtake England in FIFA world ranking,0.02,0.36,0.13,🟢 Safe
6,35,Serena beats Sharapova to reach semi fi,Ishaq Dar wants timelines for power projects strictly followed,0.05,0.31,0.13,🟢 Safe
7,27,Rain halts play after Ishant stri,Brother Brussels suicide bomber Rio Olympi,0.03,0.36,0.13,🟢 Safe
7,26,Rain halts play after Ishant stri,Dubai plane crash survivor hits 1m j,0.04,0.33,0.13,🟢 Safe
32,45,Iran says will resist curbs on oil output as part of global ,Pakistan win toss opt to field in T20 series decider,0.03,0.37,0.13,🟢 Safe
14,48,Narine sinks Proteas in West Indies r,Trade Policy Framework 2015 18 to be announced ,0.02,0.38,0.13,🟢 Safe
16,20,Former England captain Carr dead at 89,Time for vigilance against measures hamper trade WTO,0.03,0.37,0.13,🟢 Safe
6,18,Serena beats Sharapova to reach semi fi,WB acknowledges Pakistans growing economy,0.06,0.3,0.13,🟢 Safe
6,20,Serena beats Sharapova to reach semi fi,Time for vigilance against measures hamper trade WTO,0.05,0.31,0.13,🟢 Safe
18,49,WB acknowledges Pakistans growing economy,Global diesel demand crumbling warns IEA,0.02,0.35,0.12,🟢 Safe
17,23,Xi pushes China backed trade deals to fill US void,Karachi win toss bat against Peshawar,0.02,0.35,0.12,🟢 Safe
16,35,Former England captain Carr dead at 89,Ishaq Dar wants timelines for power projects strictly followed,0.02,0.35,0.12,🟢 Safe
17,35,Xi pushes China backed trade deals to fill US void,Ishaq Dar wants timelines for power projects strictly followed,0.04,0.3,0.12,🟢 Safe
3,18,Asian shares edge lower as Fed rate talk reviv,WB acknowledges Pakistans growing economy,0.06,0.27,0.12,🟢 Safe
25,30,Nintendos market cap doubles to 42 billion since Pokemon GO lau,Chandimal century Sri Lanka frustrate England,0.02,0.36,0.12,🟢 Safe
43,45,British shoppers begin feel post Brexit pi,Pakistan win toss opt to field in T20 series decider,0.04,0.31,0.12,🟢 Safe
25,39,Nintendos market cap doubles to 42 billion since Pokemon GO lau,Power tariff increased for Karachi under FCA,0.02,0.34,0.12,🟢 Safe
22,39,In form Ali boosts Paki,Power tariff increased for Karachi under FCA,0.0,0.4,0.12,🟢 Safe
30,48,Chandimal century Sri Lanka frustrate England,Trade Policy Framework 2015 18 to be announced ,0.0,0.39,0.12,🟢 Safe
30,35,Chandimal century Sri Lanka frustrate England,Ishaq Dar wants timelines for power projects strictly followed,0.0,0.41,0.12,🟢 Safe
17,39,Xi pushes China backed trade deals to fill US void,Power tariff increased for Karachi under FCA,0.02,0.34,0.12,🟢 Safe
18,47,WB acknowledges Pakistans growing economy,Volkswagen says did not breach market disclosure ru,0.03,0.32,0.12,🟢 Safe
18,38,WB acknowledges Pakistans growing economy,Cook ready for Pakistan after Sri Lanka su,0.05,0.27,0.12,🟢 Safe
30,34,Chandimal century Sri Lanka frustrate England,Pakistan must speed up reform of energy sector World B,0.02,0.35,0.12,🟢 Safe
27,39,Brother Brussels suicide bomber Rio Olympi,Power tariff increased for Karachi under FCA,0.0,0.4,0.12,🟢 Safe
23,25,Karachi win toss bat against Peshawar,Nintendos market cap doubles to 42 billion since Pokemon GO lau,0.02,0.35,0.12,🟢 Safe
22,35,In form Ali boosts Paki,Ishaq Dar wants timelines for power projects strictly followed,0.0,0.39,0.12,🟢 Safe
24,30,Economic Survey Pakistan misses GDP targ,Chandimal century Sri Lanka frustrate England,0.01,0.37,0.12,🟢 Safe
27,35,Brother Brussels suicide bomber Rio Olympi,Ishaq Dar wants timelines for power projects strictly followed,0.01,0.38,0.12,🟢 Safe
0,18,Dutch climber dies descent Everest summi,WB acknowledges Pakistans growing economy,0.01,0.39,0.12,🟢 Safe
10,23,Belgium beat Republic of Ireland 3 0 at Euro 2016,Karachi win toss bat against Peshawar,0.01,0.38,0.12,🟢 Safe
10,12,Belgium beat Republic of Ireland 3 0 at Euro 2016,Cash bet could make break Modi,0.03,0.32,0.12,🟢 Safe
10,21,Belgium beat Republic of Ireland 3 0 at Euro 2016,Asian shares rise dollar nurses losses after jobs ,0.05,0.28,0.12,🟢 Safe
10,36,Belgium beat Republic of Ireland 3 0 at Euro 2016,punjab govt presents rs 1.45tr budg,0.03,0.33,0.12,🟢 Safe
39,44,Power tariff increased for Karachi under FCA,External sharia audits gain traction in Islamic finance study find,0.03,0.34,0.12,🟢 Safe
10,38,Belgium beat Republic of Ireland 3 0 at Euro 2016,Cook ready for Pakistan after Sri Lanka su,0.06,0.29,0.12,🟢 Safe
10,33,Belgium beat Republic of Ireland 3 0 at Euro 2016,strike piles up trade cargoes prolonged stand off feared,0.07,0.23,0.12,🟢 Safe
39,45,Power tariff increased for Karachi under FCA,Pakistan win toss opt to field in T20 series decider,0.0,0.41,0.12,🟢 Safe
10,39,Belgium beat Republic of Ireland 3 0 at Euro 2016,Power tariff increased for Karachi under FCA,0.0,0.42,0.12,🟢 Safe
10,35,Belgium beat Republic of Ireland 3 0 at Euro 2016,Ishaq Dar wants timelines for power projects strictly followed,0.0,0.41,0.12,🟢 Safe
10,29,Belgium beat Republic of Ireland 3 0 at Euro 2016,Gold slips Brexit tensions ease stocks rally,0.04,0.31,0.12,🟢 Safe
11,39,Salman Butt can make a successful comeback Geoff L,Power tariff increased for Karachi under FCA,0.01,0.38,0.12,🟢 Safe
10,46,Belgium beat Republic of Ireland 3 0 at Euro 2016,England call up uncapped trio for Sri Lanka T20,0.05,0.29,0.12,🟢 Safe
10,47,Belgium beat Republic of Ireland 3 0 at Euro 2016,Volkswagen says did not breach market disclosure ru,0.03,0.34,0.12,🟢 Safe
37,44,Pakistan shares close lower rupee weaker,External sharia audits gain traction in Islamic finance study find,0.02,0.35,0.12,🟢 Safe
7,39,Rain halts play after Ishant stri,Power tariff increased for Karachi under FCA,0.0,0.4,0.12,🟢 Safe
8,23,Hamilton back in the hunt as F1 heads to Baku,Karachi win toss bat against Peshawar,0.01,0.38,0.12,🟢 Safe
12,35,Cash bet could make break Modi,Ishaq Dar wants timelines for power projects strictly followed,0.03,0.32,0.12,🟢 Safe
12,20,Cash bet could make break Modi,Time for vigilance against measures hamper trade WTO,0.04,0.33,0.12,🟢 Safe
1,18,Dream comes true as Matthews completes Grand Tour ,WB acknowledges Pakistans growing economy,0.03,0.35,0.12,🟢 Safe
